05:10,05:30,05:50,06:10,06:30,06:40,06:50,07:00,07:10,07:20,07:30,07:40,07:50,08:10,08:25,08:45,16:25,16:45,17:05,17:25,17:45,18:05,18:25
05:11,05:31,05:51,06:11,06:31,06:41,06:51,07:01,07:11,07:21,07:31,07:41,07:51,08:11,08:26,08:46,16:26,16:46,17:06,17:26,17:46,18:06,18:26
05:12,05:32,05:52,06:12,06:32,06:42,06:52,07:02,07:12,07:22,07:32,07:42,07:52,08:12,08:27,08:47,16:27,16:47,17:07,17:27,17:47,18:07,18:27
05:13,05:33,05:53,06:13,06:33,06:43,06:53,07:03,07:13,07:23,07:33,07:43,07:53,08:13,08:28,08:48,16:28,16:48,17:08,17:28,17:48,18:08,18:28
05:14,05:34,05:54,06:14,06:34,06:44,06:54,07:04,07:14,07:24,07:34,07:44,07:54,08:14,08:29,08:49,16:29,16:49,17:09,17:29,17:49,18:09,18:29
05:15,05:35,05:55,06:15,06:35,06:45,06:55,07:05,07:15,07:25,07:35,07:45,07:55,08:15,08:30,08:50,16:30,16:50,17:10,17:30,17:50,18:10,18:30
05:16,05:36,05:56,06:16,06:36,06:46,06:56,07:06,07:16,07:26,07:36,07:46,07:56,08:16,08:31,08:51,16:31,16:51,17:11,17:31,17:51,18:11,18:31
05:17,05:37,05:57,06:17,06:37,06:47,06:57,07:07,07:17,07:27,07:37,07:47,07:57,08:17,08:32,08:52,16:32,16:52,17:12,17:32,17:52,18:12,18:32
05:19,05:39,05:59,06:19,06:39,06:49,06:59,07:09,07:19,07:29,07:39,07:49,07:59,08:19,08:34,08:54,16:33,16:53,17:13,17:33,17:53,18:13,18:33
05:34,05:54,06:14,06:34,06:54,07:04,07:14,07:24,07:34,07:44,07:54,08:04,08:14,08:34,08:49,09:09,16:48,17:08,17:28,17:48,18:08,18:28,18:48
05:35,05:55,06:15,06:35,06:55,07:05,07:15,07:25,07:35,07:45,07:55,08:05,08:15,08:35,08:50,09:10,16:49,17:09,17:29,17:49,18:09,18:29,18:49
05:36,05:56,06:16,06:36,06:56,07:06,07:16,07:26,07:36,07:46,07:56,08:06,08:16,08:36,08:51,09:11,16:50,17:10,17:30,17:50,18:10,18:30,18:50
05:37,05:57,06:17,06:37,06:57,07:07,07:17,07:27,07:37,07:47,07:57,08:07,08:17,08:37,08:52,09:12,16:51,17:11,17:31,17:51,18:11,18:31,18:51
05:39,05:59,06:19,06:39,06:59,07:09,07:19,07:29,07:39,07:49,07:59,08:09,08:19,08:39,08:54,09:14,16:53,17:13,17:33,17:53,18:13,18:33,18:53
05:41,06:01,06:21,06:41,07:01,07:11,07:21,07:31,07:41,07:51,08:01,08:11,08:21,08:41,08:56,09:16,16:54,17:14,17:34,17:54,18:14,18:34,18:54
05:42,06:02,06:22,06:42,07:02,07:12,07:22,07:32,07:42,07:52,08:02,08:12,08:22,08:42,08:57,09:17,16:55,17:15,17:35,17:55,18:15,18:35,18:55
05:44,06:04,06:24,06:44,07:04,07:14,07:24,07:34,07:44,07:54,08:04,08:14,08:24,08:44,08:59,09:19,16:56,17:16,17:36,17:56,18:16,18:36,18:56
05:45,06:05,06:25,06:45,07:05,07:15,07:25,07:35,07:45,07:55,08:05,08:15,08:25,08:45,09:00,09:20,16:57,17:17,17:37,17:57,18:17,18:37,18:57
05:46,06:06,06:26,06:46,07:06,07:16,07:26,07:36,07:46,07:56,08:06,08:16,08:26,08:46,09:01,09:21,16:58,17:18,17:38,17:58,18:18,18:38,18:58
05:49,06:09,06:29,06:49,07:09,07:19,07:29,07:39,07:49,07:59,08:09,08:19,08:29,08:49,09:04,09:24,17:03,17:23,17:43,18:03,18:23,18:43,19:03
05:50,06:10,06:30,06:50,07:10,07:20,07:30,07:40,07:50,08:00,08:10,08:20,08:30,08:50,09:05,09:25,17:04,17:24,17:44,18:04,18:24,18:44,19:04
05:53,06:13,06:33,06:53,07:13,07:23,07:33,07:43,07:53,08:03,08:13,08:23,08:33,08:53,09:08,09:28,17:07,17:27,17:47,18:07,18:27,18:47,19:07
