06:40,07:10,07:40,08:10,08:40,09:10,09:40,10:10,10:40,11:10,11:40,12:10,12:40,13:10,13:40,14:10,14:40,15:10,15:40,16:10,16:40,17:10,17:40,18:10,18:40,19:10,19:40,20:10,20:44,21:44
06:42,07:12,07:42,08:12,08:42,09:12,09:42,10:12,10:42,11:12,11:42,12:12,12:42,13:12,13:42,14:12,14:42,15:12,15:42,16:12,16:42,17:12,17:42,18:11,18:41,19:11,19:41,20:12,20:46,21:46
06:43,07:13,07:43,08:13,08:43,09:13,09:43,10:13,10:43,11:13,11:43,12:13,12:43,13:13,13:43,14:13,14:43,15:13,15:43,16:13,16:43,17:13,17:43,18:12,18:42,19:12,19:42,20:13,20:47,21:47
06:45,07:15,07:45,08:15,08:45,09:16,09:46,10:16,10:46,11:16,11:46,12:16,12:46,13:16,13:46,14:15,14:45,15:15,15:45,16:15,16:45,17:15,17:45,18:14,18:44,19:14,19:44,20:15,20:49,21:49
06:46,07:16,07:46,08:16,08:46,09:17,09:47,10:17,10:47,11:17,11:47,12:17,12:47,13:17,13:47,14:16,14:46,15:16,15:46,16:16,16:46,17:16,17:46,18:15,18:45,19:15,19:45,20:16,20:50,21:50
06:47,07:17,07:47,08:17,08:47,09:18,09:48,10:18,10:48,11:18,11:48,12:18,12:48,13:18,13:48,14:17,14:47,15:17,15:47,16:17,16:47,17:17,17:47,18:16,18:46,19:16,19:46,20:17,20:51,21:51
06:48,07:18,07:48,08:18,08:48,09:19,09:49,10:19,10:49,11:19,11:49,12:19,12:49,13:19,13:49,14:18,14:48,15:18,15:48,16:18,16:48,17:18,17:48,18:17,18:47,19:17,19:47,20:18,20:52,21:52
06:49,07:19,07:49,08:19,08:49,09:21,09:51,10:21,10:51,11:21,11:51,12:21,12:51,13:21,13:51,14:20,14:50,15:20,15:50,16:20,16:50,17:20,17:50,18:18,18:48,19:18,19:48,20:19,20:53,21:53
06:52,07:22,07:52,08:22,08:52,09:24,09:54,10:24,10:54,11:24,11:54,12:24,12:54,13:24,13:54,14:22,14:52,15:22,15:52,16:22,16:52,17:22,17:52,18:20,18:50,19:20,19:50,20:21,20:55,21:55
06:53,07:23,07:53,08:23,08:53,09:25,09:55,10:25,10:55,11:25,11:55,12:25,12:55,13:25,13:55,14:23,14:53,15:23,15:53,16:23,16:53,17:23,17:53,18:21,18:51,19:21,19:51,20:22,20:56,21:56
06:54,07:24,07:54,08:24,08:54,09:26,09:56,10:26,10:56,11:26,11:56,12:26,12:56,13:26,13:56,14:24,14:54,15:24,15:54,16:24,16:54,17:24,17:54,18:22,18:52,19:22,19:52,20:23,20:57,21:57
06:55,07:25,07:55,08:25,08:55,09:27,09:57,10:27,10:57,11:27,11:57,12:27,12:57,13:27,13:57,14:25,14:55,15:25,15:55,16:25,16:55,17:25,17:55,18:23,18:53,19:23,19:53,20:24,20:58,21:58
06:56,07:26,07:56,08:26,08:56,09:28,09:58,10:28,10:58,11:28,11:58,12:28,12:58,13:28,13:58,14:26,14:56,15:26,15:56,16:26,16:56,17:26,17:56,18:24,18:54,19:24,19:54,20:25,20:59,21:59
06:57,07:27,07:57,08:27,08:57,09:29,09:59,10:29,10:59,11:29,11:59,12:29,12:59,13:29,13:59,14:27,14:57,15:27,15:57,16:27,16:57,17:27,17:57,18:25,18:55,19:25,19:55,20:26,21:00,22:00
06:59,07:29,07:59,08:29,08:59,09:32,10:02,10:32,11:02,11:32,12:02,12:32,13:02,13:32,14:02,14:30,15:00,15:29,15:59,16:29,16:59,17:29,17:59,18:27,18:57,19:27,19:57,20:27,21:01,22:01
07:03,07:33,08:03,08:33,09:03,09:37,10:07,10:37,11:07,11:37,12:07,12:37,13:07,13:37,14:07,14:33,15:03,15:32,16:02,16:32,17:02,17:32,18:02,18:30,19:00,19:30,20:00,20:30,21:04,22:04
07:06,07:36,08:06,08:36,09:06,09:40,10:10,10:40,11:10,11:40,12:10,12:40,13:10,13:40,14:10,14:36,15:06,15:35,16:05,16:35,17:05,17:35,18:05,18:33,19:03,19:33,20:03,20:33,21:07,22:07
