05:45,06:00,06:07,06:15,06:30,06:45,06:51,07:00,07:15,07:30,07:35,07:45,08:00,08:15,08:19,08:30,08:43,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:28,13:00,13:30,14:00,14:30,14:59,15:30,15:45,16:00,16:13,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,19:00,19:30,20:00,21:00
05:50,06:03,06:10,06:18,06:33,06:48,06:54,07:03,07:18,07:33,07:38,07:48,08:03,08:18,08:22,08:33,08:46,09:03,09:33,10:03,10:33,11:03,11:33,12:03,12:31,13:03,13:33,14:03,14:33,15:02,15:33,15:48,16:03,16:16,16:33,16:48,17:03,17:18,17:33,17:48,18:03,18:18,18:33,19:03,19:33,20:03,21:03
05:52,06:06,06:13,06:21,06:36,06:51,06:57,07:06,07:21,07:36,07:41,07:51,08:06,08:21,08:25,08:36,08:49,09:06,09:36,10:06,10:36,11:06,11:36,12:06,12:34,13:06,13:36,14:06,14:36,15:05,15:36,15:51,16:06,16:19,16:36,16:51,17:06,17:21,17:36,17:51,18:06,18:21,18:36,19:06,19:36,20:06,21:06
05:53,06:08,06:15,06:23,06:38,06:53,06:59,07:08,07:23,07:38,07:43,07:53,08:08,08:23,08:27,08:38,08:51,09:08,09:38,10:08,10:38,11:08,11:38,12:08,12:36,13:08,13:38,14:08,14:38,15:07,15:38,15:53,16:08,16:21,16:38,16:53,17:08,17:23,17:38,17:53,18:08,18:23,18:38,19:07,19:37,20:07,21:07
05:54,06:11,06:18,06:26,06:41,06:56,07:02,07:11,07:26,07:41,07:46,07:56,08:11,08:26,08:30,08:41,08:54,09:11,09:41,10:11,10:41,11:11,11:41,12:11,12:39,13:10,13:40,14:10,14:40,15:09,15:41,15:56,16:11,16:24,16:41,16:56,17:11,17:26,17:41,17:56,18:11,18:26,18:41,19:10,19:40,20:09,21:09
05:55,06:12,06:19,06:27,06:42,06:57,07:03,07:12,07:27,07:42,07:47,07:57,08:12,08:27,08:31,08:42,08:55,09:12,09:42,10:12,10:42,11:12,11:42,12:12,12:40,13:11,13:41,14:11,14:41,15:10,15:42,15:57,16:12,16:25,16:42,16:57,17:12,17:27,17:42,17:57,18:12,18:27,18:42,19:11,19:41,20:10,21:10
05:56,06:13,06:20,06:28,06:43,06:58,07:04,07:13,07:28,07:43,07:48,07:58,08:13,08:28,08:32,08:43,08:56,09:13,09:43,10:13,10:43,11:13,11:43,12:13,12:41,13:12,13:42,14:12,14:42,15:11,15:43,15:58,16:13,16:26,16:43,16:58,17:13,17:28,17:43,17:58,18:13,18:28,18:43,19:12,19:42,20:11,21:11
05:57,06:14,06:21,06:29,06:44,06:59,07:05,07:14,07:29,07:44,07:49,07:59,08:14,08:29,08:33,08:44,08:57,09:14,09:44,10:14,10:44,11:14,11:44,12:14,12:42,13:14,13:44,14:14,14:44,15:13,15:45,16:00,16:15,16:28,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:14,19:44,20:13,21:13
05:58,06:16,06:23,06:31,06:46,07:01,07:07,07:16,07:31,07:46,07:51,08:01,08:16,08:31,08:35,08:46,08:59,09:16,09:46,10:16,10:46,11:16,11:46,12:16,12:44,13:16,13:46,14:16,14:46,15:15,15:47,16:02,16:17,16:30,16:47,17:02,17:17,17:32,17:47,18:02,18:17,18:32,18:47,19:17,19:47,20:14,21:14
05:59,06:17,06:24,06:32,06:47,07:02,07:08,07:17,07:32,07:47,07:52,08:02,08:17,08:32,08:36,08:47,09:00,09:17,09:47,10:17,10:47,11:17,11:47,12:17,12:45,13:17,13:47,14:17,14:47,15:16,15:48,16:03,16:18,16:31,16:48,17:03,17:18,17:33,17:48,18:03,18:18,18:33,18:48,19:18,19:48,20:15,21:15
