06:40,07:20,08:00,08:40,09:20,10:00,10:40,11:20,12:00,12:40,13:20,14:00,14:40,15:20,16:00,16:40,17:20,18:00,18:40,19:20,20:20,21:20
06:41,07:21,08:01,08:41,09:21,10:01,10:41,11:21,12:01,12:41,13:21,14:01,14:41,15:21,16:01,16:41,17:21,18:01,18:41,19:21,20:21,21:21
06:42,07:22,08:02,08:42,09:23,10:03,10:43,11:23,12:03,12:43,13:23,14:02,14:42,15:22,16:02,16:42,17:22,18:02,18:42,19:22,20:22,21:22
06:43,07:23,08:03,08:43,09:24,10:04,10:44,11:24,12:04,12:44,13:24,14:03,14:43,15:23,16:03,16:43,17:23,18:03,18:43,19:23,20:23,21:23
06:44,07:24,08:04,08:44,09:26,10:06,10:46,11:26,12:06,12:46,13:26,14:05,14:45,15:24,16:04,16:44,17:24,18:04,18:44,19:24,20:24,21:24
06:45,07:25,08:05,08:45,09:27,10:07,10:47,11:27,12:07,12:47,13:27,14:06,14:46,15:25,16:05,16:45,17:25,18:05,18:45,19:25,20:25,21:25
06:47,07:27,08:07,08:47,09:29,10:09,10:49,11:29,12:09,12:49,13:29,14:07,14:47,15:27,16:07,16:47,17:27,18:07,18:47,19:27,20:27,21:27
06:48,07:28,08:08,08:48,09:30,10:10,10:50,11:30,12:10,12:50,13:30,14:08,14:48,15:28,16:08,16:48,17:28,18:09,18:49,19:28,20:28,21:28
06:50,07:30,08:10,08:50,09:31,10:11,10:51,11:31,12:11,12:51,13:31,14:10,14:50,15:29,16:09,16:49,17:29,18:10,18:50,19:30,20:30,21:30
06:51,07:31,08:11,08:51,09:32,10:12,10:52,11:32,12:12,12:52,13:32,14:11,14:51,15:30,16:10,16:50,17:30,18:11,18:51,19:31,20:31,21:31
06:52,07:32,08:12,08:52,09:33,10:13,10:53,11:33,12:13,12:53,13:33,14:13,14:53,15:32,16:12,16:52,17:32,18:13,18:53,19:32,20:32,21:32
06:54,07:34,08:14,08:54,09:34,10:14,10:54,11:34,12:14,12:54,13:34,14:14,14:54,15:34,16:14,16:54,17:34,18:14,18:54,19:33,20:33,21:33
06:55,07:35,08:15,08:55,09:35,10:15,10:55,11:35,12:15,12:55,13:35,14:15,14:55,15:35,16:15,16:55,17:35,18:15,18:55,19:34,20:34,21:34
06:56,07:36,08:16,08:56,09:37,10:17,10:57,11:37,12:17,12:57,13:37,14:16,14:56,15:36,16:16,16:56,17:36,18:16,18:56,19:35,20:35,21:35
06:59,07:39,08:19,08:59,09:39,10:19,10:59,11:39,12:19,12:59,13:39,14:18,14:58,15:39,16:19,16:59,17:39,18:19,18:59,19:38,20:38,21:38
