06:30,06:50,07:10,07:30,07:50,08:10,08:30,08:50,09:10,09:30,09:50,10:10,10:30,10:50,11:10,11:30,11:50,12:10,12:30,12:50,13:10,13:30,13:50,14:10,14:30,14:51,15:10,15:30,15:52,16:10,16:30,16:51,17:10,17:30,17:51,18:10,18:30,18:50,19:10,19:30,19:50,20:10,20:30,20:50,21:10,21:30,21:50,22:10,22:30
06:33,06:53,07:13,07:33,07:53,08:13,08:33,08:53,09:12,09:32,09:52,10:12,10:32,10:52,11:12,11:32,11:52,12:12,12:32,12:52,13:12,13:32,13:52,14:12,14:32,14:53,15:11,15:31,15:53,16:11,16:31,16:52,17:11,17:31,17:52,18:12,18:32,18:52,19:12,19:32,19:52,20:12,20:32,20:52,21:12,21:32,21:52,22:12,22:32
06:34,06:54,07:14,07:34,07:54,08:14,08:34,08:54,09:13,09:33,09:53,10:13,10:33,10:53,11:13,11:33,11:53,12:13,12:33,12:53,13:13,13:33,13:53,14:13,14:33,14:54,15:12,15:32,15:54,16:12,16:32,16:53,17:12,17:32,17:53,18:13,18:33,18:53,19:13,19:33,19:53,20:13,20:33,20:53,21:13,21:33,21:53,22:13,22:33
06:35,06:55,07:15,07:35,07:55,08:15,08:35,08:55,09:14,09:34,09:54,10:14,10:34,10:54,11:14,11:34,11:54,12:14,12:34,12:54,13:14,13:34,13:54,14:13,14:33,14:54,15:13,15:33,15:55,16:13,16:33,16:54,17:13,17:33,17:54,18:14,18:34,18:54,19:13,19:33,19:53,20:13,20:33,20:53,21:13,21:33,21:53,22:13,22:33
06:36,06:56,07:16,07:36,07:56,08:16,08:36,08:56,09:15,09:35,09:55,10:15,10:35,10:55,11:15,11:35,11:55,12:15,12:35,12:55,13:15,13:35,13:55,14:14,14:34,14:55,15:14,15:34,15:56,16:14,16:34,16:55,17:14,17:34,17:55,18:14,18:34,18:54,19:14,19:34,19:54,20:14,20:34,20:54,21:14,21:34,21:54,22:14,22:34
06:38,06:58,07:18,07:38,07:58,08:18,08:38,08:58,09:16,09:36,09:56,10:16,10:36,10:56,11:16,11:36,11:56,12:16,12:36,12:56,13:16,13:36,13:56,14:15,14:35,14:56,15:15,15:35,15:57,16:15,16:35,16:56,17:15,17:35,17:56,18:15,18:35,18:55,19:15,19:35,19:55,20:15,20:35,20:55,21:15,21:35,21:55,22:15,22:35
06:39,06:59,07:19,07:39,07:59,08:19,08:39,08:59,09:17,09:37,09:57,10:17,10:37,10:57,11:17,11:37,11:57,12:17,12:37,12:57,13:17,13:37,13:57,14:16,14:36,14:57,15:16,15:36,15:58,16:16,16:36,16:57,17:16,17:36,17:57,18:16,18:36,18:56,19:16,19:36,19:56,20:16,20:36,20:56,21:16,21:36,21:56,22:16,22:36
06:40,07:00,07:20,07:40,08:00,08:20,08:40,09:00,09:18,09:38,09:58,10:18,10:38,10:58,11:18,11:38,11:58,12:18,12:38,12:58,13:18,13:38,13:58,14:17,14:37,14:58,15:17,15:37,15:59,16:17,16:37,16:58,17:17,17:37,17:58,18:17,18:37,18:57,19:17,19:37,19:57,20:17,20:37,20:57,21:17,21:37,21:57,22:17,22:37
06:41,07:01,07:21,07:41,08:01,08:21,08:41,09:01,09:19,09:39,09:59,10:19,10:39,10:59,11:19,11:39,11:59,12:19,12:39,12:59,13:19,13:39,13:59,14:17,14:37,14:58,15:17,15:37,15:59,16:17,16:37,16:58,17:17,17:37,17:58,18:18,18:38,18:58,19:18,19:38,19:58,20:18,20:38,20:58,21:18,21:38,21:58,22:18,22:38
06:42,07:02,07:22,07:42,08:02,08:22,08:42,09:02,09:20,09:40,10:00,10:20,10:40,11:00,11:20,11:40,12:00,12:20,12:40,13:00,13:20,13:40,14:00,14:18,14:38,14:59,15:18,15:38,16:00,16:18,16:38,16:59,17:18,17:38,17:59,18:19,18:39,18:59,19:19,19:39,19:59,20:19,20:39,20:59,21:19,21:39,21:59,22:19,22:39
06:46,07:06,07:26,07:46,08:06,08:26,08:46,09:06,09:24,09:44,10:04,10:24,10:44,11:04,11:24,11:44,12:04,12:24,12:44,13:04,13:24,13:44,14:04,14:22,14:42,15:03,15:22,15:42,16:04,16:22,16:42,17:03,17:22,17:42,18:03,18:23,18:43,19:03,19:23,19:43,20:03,20:23,20:43,21:03,21:23,21:43,22:03,22:23,22:43
06:48,07:08,07:28,07:48,08:08,08:28,08:48,09:08,09:26,09:46,10:06,10:26,10:46,11:06,11:26,11:46,12:06,12:26,12:46,13:06,13:26,13:46,14:06,14:24,14:44,15:05,15:24,15:44,16:06,16:24,16:44,17:05,17:24,17:44,18:05,18:25,18:45,19:05,19:24,19:44,20:04,20:24,20:44,21:04,21:24,21:44,22:04,22:24,22:44
06:49,07:09,07:29,07:49,08:09,08:29,08:49,09:09,09:27,09:47,10:07,10:27,10:47,11:07,11:27,11:47,12:07,12:27,12:47,13:07,13:27,13:47,14:07,14:25,14:45,15:06,15:25,15:45,16:07,16:25,16:45,17:06,17:25,17:45,18:06,18:26,18:46,19:06,19:25,19:45,20:05,20:25,20:45,21:05,21:25,21:45,22:05,22:25,22:45
