06:40,07:20,08:00,08:40,09:20,10:00,10:40,11:20,12:00,12:40,13:20,14:00,14:40,15:20,16:00,16:40,17:20,18:00,18:40,19:30,20:30,21:30
06:42,07:22,08:02,08:42,09:22,10:02,10:42,11:22,12:02,12:42,13:22,14:02,14:42,15:22,16:02,16:42,17:22,18:02,18:42,19:32,20:32,21:32
06:43,07:23,08:03,08:43,09:23,10:03,10:43,11:23,12:03,12:43,13:23,14:03,14:43,15:23,16:03,16:43,17:23,18:03,18:43,19:33,20:33,21:33
06:44,07:24,08:04,08:44,09:24,10:04,10:44,11:24,12:04,12:44,13:24,14:04,14:44,15:24,16:04,16:44,17:24,18:04,18:44,19:34,20:34,21:34
06:44,07:24,08:04,08:44,09:25,10:05,10:45,11:25,12:05,12:45,13:25,14:05,14:45,15:25,16:05,16:45,17:25,18:05,18:45,19:35,20:35,21:35
06:45,07:25,08:05,08:45,09:26,10:06,10:46,11:26,12:06,12:46,13:26,14:06,14:46,15:26,16:06,16:46,17:26,18:06,18:46,19:36,20:36,21:36
06:46,07:26,08:06,08:46,09:27,10:07,10:47,11:27,12:07,12:47,13:27,14:07,14:47,15:27,16:07,16:47,17:27,18:07,18:47,19:37,20:37,21:37
06:47,07:27,08:07,08:47,09:28,10:08,10:48,11:28,12:08,12:48,13:28,14:08,14:48,15:28,16:08,16:48,17:28,18:08,18:48,19:38,20:38,21:38
06:48,07:28,08:08,08:48,09:29,10:09,10:49,11:29,12:09,12:49,13:29,14:10,14:50,15:29,16:09,16:49,17:29,18:09,18:49,19:39,20:39,21:39
06:49,07:29,08:09,08:49,09:30,10:10,10:50,11:30,12:10,12:50,13:30,14:11,14:51,15:30,16:10,16:50,17:30,18:10,18:50,19:40,20:40,21:40
06:50,07:30,08:10,08:50,09:32,10:12,10:52,11:32,12:12,12:52,13:32,14:12,14:52,15:31,16:11,16:51,17:31,18:11,18:51,19:41,20:41,21:41
06:52,07:32,08:12,08:52,09:32,10:12,10:52,11:32,12:12,12:52,13:32,14:13,14:53,15:32,16:12,16:52,17:32,18:12,18:52,19:42,20:41,21:41
